time,power
2020-05-26 01:55:40+00:00,77570.0
2020-05-26 01:56:00+00:00,77980.0
2020-05-26 01:56:20+00:00,85270.0
2020-05-26 01:56:40+00:00,80760.0
2020-05-26 01:57:00+00:00,86530.0
2020-05-26 01:57:20+00:00,89070.0
2020-05-26 01:57:40+00:00,79010.0
2020-05-26 01:58:00+00:00,82920.0
2020-05-26 01:58:20+00:00,79460.0
2020-05-26 01:58:40+00:00,84730.0
2020-05-26 01:59:00+00:00,85640.0
2020-05-26 01:59:20+00:00,82280.0
2020-05-26 01:59:40+00:00,80200.0
2020-05-26 02:00:00+00:00,80440.0
2020-05-26 02:00:20+00:00,80640.0
2020-05-26 02:00:40+00:00,86570.0
2020-05-26 02:01:00+00:00,81170.0
2020-05-26 02:01:20+00:00,84860.0
2020-05-26 02:01:40+00:00,78550.0
2020-05-26 02:02:00+00:00,80220.0
2020-05-26 02:02:20+00:00,86660.0
2020-05-26 02:02:40+00:00,79480.0
2020-05-26 02:03:00+00:00,86020.0
2020-05-26 02:03:20+00:00,76530.0
2020-05-26 02:03:40+00:00,87690.0
2020-05-26 02:04:00+00:00,77790.0
2020-05-26 02:04:20+00:00,78710.0
2020-05-26 02:04:40+00:00,86380.0
2020-05-26 02:05:00+00:00,86160.0
2020-05-26 02:05:20+00:00,88070.0
2020-05-26 02:05:40+00:00,87650.0
2020-05-26 02:06:00+00:00,87470.0
2020-05-26 02:06:20+00:00,87210.0
2020-05-26 02:06:40+00:00,80810.0
2020-05-26 02:07:00+00:00,87090.0
2020-05-26 02:07:20+00:00,83120.0
2020-05-26 02:07:40+00:00,89000.0
2020-05-26 02:08:00+00:00,84220.0
2020-05-26 02:08:20+00:00,84920.0
2020-05-26 02:08:40+00:00,85630.0
2020-05-26 02:09:00+00:00,81420.0
2020-05-26 02:09:20+00:00,75620.0
2020-05-26 02:09:40+00:00,86640.0
2020-05-26 02:10:00+00:00,80540.0
2020-05-26 02:10:20+00:00,84340.0
2020-05-26 02:10:40+00:00,81210.0
2020-05-26 02:11:00+00:00,85260.0
2020-05-26 02:11:20+00:00,88420.0
2020-05-26 02:11:40+00:00,82650.0
2020-05-26 02:12:00+00:00,82810.0
2020-05-26 02:12:20+00:00,82770.0
2020-05-26 02:12:40+00:00,79880.0
2020-05-26 02:13:00+00:00,83310.0
